week,id,buys_price,buys_quantity,sells_price,sells_quantity
41,76492,34.0,524.0,198.0,395.0
41,76491,2101.0,4433.0,2843.0,43234.0
41,2972,126.0,371.0,325.0,84.0
41,2973,178.0,643.5,271.5,109.5
41,2970,130.0,1393.0,188.333333333,115.666666667
41,2971,109.0,1722.33333333,300.0,111.0
41,2976,328.0,1221.5,352.0,57.0
41,2977,29.0,249.0,612.0,823.0
41,2974,325.0,800.5,420.0,155.0
41,2975,337.0,485.0,500.0,132.0
41,3001,120.0,1307.0,305.333333333,221.666666667
41,3000,188.0,388.0,397.0,154.0
41,3003,188.0,514.0,288.0,123.0
41,3002,147.0,403.0,247.0,121.0
41,3005,328.0,818.333333333,333.0,112.666666667
41,3004,314.0,970.0,410.0,116.0
41,3007,50.0,255.0,350.0,879.0
41,3006,368.0,800.0,524.0,44.0
41,3009,228.0,1960.0,400.0,137.0
41,3008,55.0,1381.0,115.0,86.0
41,15638,9067.0,144.0,19763.0,110.0
41,15639,10414.0,269.0,21000.0,83.0
41,15630,5029.0,96.0,11999.0,105.0
41,15631,15002.0,111.0,26334.0,101.0
41,15632,15157.0,121.0,26994.0,119.0
41,15633,15024.0,86.0,24997.0,87.0
41,15635,14001.0,149.0,27572.0,86.0
41,15636,12066.0,84.0,27553.0,126.0
41,15637,16720.0,69.0,24998.0,119.0
41,85450,65547.0,113.0,97438.0,146.0
41,85452,27004.0,78.0,35999.0,249.0
41,37813,1168.0,819.0,1397.0,304.0
41,37814,1127.0,311.0,1389.0,213.0
41,37815,1061.0,412.0,1296.0,619.0
41,37816,1132.0,429.0,1320.0,279.0
41,37817,549.0,747.0,1410.0,320.0
41,37818,1301.0,483.0,1319.0,294.0
41,37819,1079.0,497.0,1317.0,369.0
41,8940,1071.0,1161.0,2098.0,969.0
41,8949,0.0,0.0,6.0,69337.0
41,9098,201.0,67.0,0.0,0.0
41,9099,12056.0,114.0,239896.0,9.0
41,9090,1501.0,62.0,66666.0,24.0
41,82103,1265.0,783.0,1596.0,7493.0
41,9092,2424.0,362.0,89999.0,14.0
41,9094,607.0,80.0,99898.0,23.0
41,9095,802.0,23.0,199996.0,8.0
41,9096,2222.0,143.0,105000.0,5.0
41,9097,5002.0,57.0,100002.0,4.0
41,83474,31647.0,365.0,52065.0,26.0
41,10719,2371.0,290.0,7120.0,448.0
41,74232,2198.0,1690.0,14993.0,25.0
41,10710,5435.0,342.0,9899.0,164.0
41,10712,1840.0,80.0,6750.0,440.0
41,10713,1827.5,250.0,6688.0,573.0
41,10714,1538.0,312.0,6693.0,259.0
41,10715,850.0,205.0,6698.0,331.0
41,10716,2170.0,54.0,7070.0,416.0
41,45041,736.0,1495.0,947.0,605.0
41,84884,30110.0,290.0,110000.0,9.0
41,84881,217935.0,237.0,1300000.0,6.0
41,84882,100000000.0,36.0,0.0,0.0
41,43801,0.0,0.0,774.0,4074.0
41,43802,0.0,0.0,276.0,3673.0
41,43807,134.0,700.0,371.0,2323.0
41,70426,241.0,32863.0,300.0,40995.0
41,70421,313.0,2957.0,1277.0,202.0
41,70423,24.0,1072.0,1001.0,268.0
41,10291,221.0,2366.0,385.0,746.0
41,10293,206.0,356.0,470.0,1625.0
41,14933,107078.0,55.0,184998.0,42.0
41,67539,462.0,135.0,2055.0,279.0
41,67536,1006.0,486.0,1893.0,297.0
41,67537,522.0,55.0,1990.0,284.0
41,14935,94106.0,94.0,134998.0,78.0
41,30958,28.0,151.0,779.0,210.0
41,30959,29.0,12.0,721.0,128.0
41,34671,226.0,423.0,1396.0,84.0
41,34670,230.0,423.0,298.0,61.0
41,34673,109.0,10.0,512.0,134.0
41,34672,138.0,320.0,233.0,74.0
41,34675,0.0,0.0,240.0,133.0
41,34674,135.0,515.0,585.0,184.0
41,34677,125.0,68.0,324.0,336.0
41,30957,32.0,19.0,907.0,284.0
41,33902,139.0,461.0,279.0,128.0
41,33903,106.0,119.0,403.0,69.0
41,33900,156.0,526.0,1156.0,86.0
41,33901,239.0,267.0,439.0,109.0
41,33906,123.0,23.0,309.0,128.0
41,33907,204.0,619.0,493.0,111.0
41,33904,0.0,0.0,248.0,104.0
41,33905,226.0,168.0,359.0,65.0
41,33908,193.0,325.0,445.0,59.0
41,33909,217.0,167.0,311.0,81.0
41,67285,113551.0,235.0,129999.0,167.0
41,67288,75003.0,93.0,84920.0,183.0
41,634,271.0,1350.0,998.0,115.0
41,37379,12537.0,13.0,5000000.0,1.0
41,37378,714.0,308.0,1193.0,374.0
41,37375,831.0,183.0,1309.0,324.0
41,37374,2483.0,21.0,0.0,0.0
41,37377,723.0,268.0,1360.0,291.0
41,37371,1042.0,392.0,1423.0,247.0
41,37373,101310.0,18.0,5000000.0,1.0
41,37372,835.0,201.0,1278.0,288.0
41,26229,16083.0,64.0,39896.0,23.0
41,26228,12380.0,804.0,15568.0,732.0
41,26225,71.0,229.0,78.0,1076.0
41,26224,24460.0,105.0,39997.0,37.0
41,26227,10496.0,354.0,15583.0,1445.0
41,26226,10611.0,101.0,17195.0,204.0
41,26221,10414.0,350.0,17393.0,1077.0
41,26220,10186.0,506.0,13691.0,3113.0
41,26223,0.0,0.0,112.0,2094.0
41,26222,72.0,78.0,113.0,428.0
41,27172,10850.0,39.0,14883.0,80.0
41,27173,25467.0,58.0,95456.0,21.0
41,27170,13837.0,50.0,19886.0,34.0
41,27171,5776.0,522.0,8998.0,612.0
41,27176,74.0,330.0,140.0,976.0
41,27177,41183.0,48.0,79997.0,24.0
41,27174,6013.0,192.0,8098.0,438.0
41,27175,5115.0,108.0,14994.0,54.0
41,27178,81.0,1953.0,144.0,547.0
41,27179,21211.0,227.0,22190.0,587.0
41,26597,110.0,1108.0,150.0,167.0
41,26596,0.0,0.0,210.0,317.0
41,26595,160.0,566.0,166.0,2174.0
41,26594,106.0,1250.0,175.0,417.0
41,26593,103.0,3352.0,120.0,325.0
41,26592,0.0,0.0,198.0,174.0
41,26591,0.0,0.0,208.0,149.0
41,26590,69.0,4443.0,102.0,193.0
41,26599,120.0,424.0,218.0,138.0
41,26598,111.0,1065.0,158.0,228.0
41,37599,862.0,369.0,1686.0,371.0
41,37591,901.0,362.0,1310.0,326.0
41,69870,183041.0,19.0,252837.0,71.0
41,37592,1065.0,205.0,1360.0,347.0
41,37595,773.0,314.0,1295.0,357.0
41,37594,1788.0,57.0,301586.0,3.0
41,37597,38511.0,34.0,959997.0,5.0
41,37596,705.0,820.0,1251.0,526.0
41,47580,66.0,108.0,205.0,106.0
41,47582,78.0,480.0,124.0,702.0
41,47585,72.0,363.0,125.0,224.0
41,47586,69.0,184.0,169.0,79.0
41,47588,70.0,340.0,123.0,579.0
41,75880,3296.0,30.0,9897.0,54.0
41,75886,6001.0,27.0,8496.0,73.0
41,8553,25.0,3467.0,289.333333333,10769.0
41,8550,4.0,24394.0,38.6666666667,90171.0
41,45891,48000.0,91.0,69999.0,237.0
41,34710,0.0,0.0,202.0,194.0
41,45895,109935.0,31.0,146868.0,353.0
41,13075,137.0,1463.0,350.0,2560.0
41,45896,48156.0,133.0,69898.0,223.0
41,32949,1570.0,95.0,2870.0,172.0
41,32948,579.0,85.0,4550.0,198.0
41,32941,164.0,84.0,1722.0,378.0
41,32940,353.0,104.0,2018.0,118.0
41,32943,721.0,209.0,6891.0,138.0
41,32942,172.0,26.0,1972.0,67.0
41,32945,1032.0,251.0,6300.0,117.0
41,32944,2841.0,329.0,5679.0,94.0
41,32947,321.0,177.0,7923.0,185.0
41,32946,1290.0,674.0,1590.0,1032.0
41,771,166.0,1058.0,265.0,193.0
41,44055,125219.0,96.0,189555.0,58.0
41,44052,107713.0,152.0,162512.0,61.0
41,13070,379.0,1716.0,597.0,1276.0
41,33841,241.0,381.0,1208.0,197.0
41,2038,3864.0,335.333333333,4003.33333333,770.333333333
41,33849,240.0,369.0,1497.0,135.0
41,2030,182.0,292.0,260.0,198.0
41,24524,2023.0,5944.0,2175.0,6045.0
41,24525,64.0,836.0,65.0,916.0
41,24526,71.0,6944.0,72.0,19890.0
41,24527,67.0,10152.0,68.0,11880.0
41,24520,2050.0,7368.0,2193.0,5247.0
41,24521,340.0,60642.0,362.0,28909.0
41,24522,2110.0,10645.0,2497.0,17793.0
41,24523,240.0,17803.0,241.0,20114.0
41,24528,65.0,933.0,66.0,1626.0
41,24529,40.0,1489.0,41.0,1163.0
41,38048,71502.0,896.0,99196.0,227.0
41,38049,19330.0,459.0,25899.0,316.0
41,26968,120.0,300.0,198.0,126.0
41,26969,100.0,760.0,151.0,145.0
41,26966,395.0,110.0,2597.0,149.0
41,26967,708.0,119.0,1808.0,195.0
41,26964,67.0,217.0,100.0,146.0
41,26965,141.0,289.0,222.0,160.0
41,26962,0.0,0.0,152.0,146.0
41,26963,1343.0,1016.0,1393.0,3622.0
41,26960,139.0,715.0,198.0,215.0
41,26961,366.0,281.0,4455.0,202.0
41,15438,248.0,397.0,1125.0,474.0
41,15439,192.0,510.0,1180.0,153.0
41,15436,6942.5,116.0,9404.0,211.0
41,15437,161.0,285.0,1056.0,377.0
41,15434,13039.0,58.0,17690.0,246.0
41,15435,5054.0,159.0,9302.5,127.5
41,15433,33221.0,153.0,43221.0,486.0
41,15430,7060.0,180.0,17058.0,106.0
41,15431,7173.0,91.0,11919.0,119.0
41,13132,154.0,1022.0,789.0,2542.0
41,15380,0.0,0.0,246.0,321.0
41,15381,0.0,0.0,314.0,451.0
41,15382,156.0,11.0,1656.0,634.0
41,15384,0.0,0.0,251.0,427.0
41,15385,0.0,0.0,278.0,431.0
41,15386,0.0,0.0,245.0,370.0
41,15387,0.0,0.0,232.0,825.0
41,15388,2315.0,316.0,5497.0,497.0
41,15389,1207.0,644.0,5499.0,159.0
41,2578,231.0,968.0,649.0,128.0
41,2579,168.0,446.0,345.0,285.0
41,2576,179.0,252.0,399.0,152.0
41,2577,411.0,561.0,1225.66666667,105.333333333
41,2574,298.0,1321.33333333,398.0,141.0
41,2575,113.0,292.0,336.333333333,201.0
41,2572,117.0,860.0,317.0,167.0
41,2573,410.0,1734.66666667,610.0,139.0
41,2570,315.0,599.5,506.0,117.5
41,2571,87.0,760.0,1203.0,399.5
41,10260,25111.0,60.0,89996.0,24.0
41,10261,50016.0,82.0,119876.0,15.0
41,10262,1110.0,526.0,2289.0,784.0
41,10263,261.0,1768.0,515.0,408.0
41,10264,1038.0,301.0,3715.0,217.0
41,10265,640.0,326.0,8994.0,173.0
41,10266,156.0,1985.0,856.0,257.0
41,10267,202.0,2794.0,1872.0,475.0
41,10268,100.0,616.0,152.0,2204.0
41,10269,65.0,1800.0,110.0,641.0
41,12035,5288.0,76.0,10187.0,92.0
41,12034,8346.0,171.0,19300.0,138.0
41,64208,904.0,1075.0,1384.0,913.0
41,64201,103524.0,112.0,119799.0,246.0
41,64203,132506.0,117.0,150000.0,250.0
41,64202,124700.0,437.0,139897.0,185.0
41,64206,859.0,1382.0,1443.0,785.0
41,38262,1247.0,392.0,7022.0,96.0
41,38263,3708.0,288.0,12891.0,80.0
41,24782,163.0,9365.0,386.0,7960.0
41,38264,9113.0,249.0,34690.0,102.0
41,38265,351.0,792.0,850.0,1203.0
41,1708,81.0,249.0,93.0,2715.66666667
41,1709,0.0,0.0,98.0,2728.0
41,10848,4689.0,131.0,11999.0,117.0
41,10849,5201.0,101.0,11004.0,102.0
41,10844,3419.0,340.0,11999.0,145.0
41,1701,99.0,392.666666667,120.0,136.0
41,10846,5060.0,101.0,19992.0,97.0
41,10847,5763.0,56.0,11999.0,109.0
41,10840,3258.0,350.0,9888.0,116.0
41,1705,100.0,241.666666667,110.0,433.0
41,10842,3470.0,49.0,12692.0,202.0
41,10843,7300.0,117.0,11999.0,100.0
41,46326,499.0,534.0,3472.0,280.0
41,46324,5509.0,157.0,11999.0,192.0
41,46322,226.0,883.0,1426.0,510.0
41,46323,134.0,291.0,500.0,336.0
41,46320,2441.0,180.0,6598.0,1863.0
41,46321,28101.0,92.0,38101.0,200.0
41,46328,177.0,842.0,1245.0,378.0
41,46329,2201.0,502.0,5059.0,237.0
41,73148,932.0,895.0,1522.0,542.0
41,72810,700.0,5401.0,1289.0,1399.0
41,79790,112234.0,37.0,126496.0,267.0
41,73496,3406.0,130.0,13443.0,100.0
41,78443,53552.0,325.0,99375.0,96.0
41,19216,33.0,306.0,46.0,2561.0
41,19217,10.0,828.0,83.0,5503.0
41,84607,654.0,2.0,10499.0,29.0
41,84604,1133.0,995.0,1233.0,1592.0
41,28919,20.0,1678.0,80.0,158.0
41,28918,26.0,1832.0,70.0,237.0
41,28911,70.0,2713.0,370.0,49.0
41,28910,144.0,948.0,324.0,82.0
41,28913,81.0,346.0,281.0,39.0
41,28912,175.0,1227.0,258.0,74.0
41,28915,90.0,335.0,459.0,54.0
41,28914,63.0,672.0,381.0,58.0
41,28917,11.0,1177.0,89.0,378.0
41,28916,8.0,501.0,85.0,251.0
41,82601,5037.0,4.0,13330.0,13.0
41,47746,125.0,14.0,240.0,116.0
41,47743,202.0,195.0,400.0,178.0
41,47742,0.0,0.0,300.0,96.0
41,47741,157.0,52.0,192.0,1192.0
41,47740,145.0,68.0,241.0,56.0
41,47749,0.0,0.0,157.0,1149.0
41,47748,135.0,11.0,145.0,93.0
41,41961,310063.0,108.0,539890.0,95.0
41,41964,360304.0,120.0,549396.0,115.0
41,9115,1377.0,87.0,199996.0,8.0
41,9114,3535.0,234.0,16596.0,7.0
41,9117,40299.0,16.0,199899.0,6.0
41,9116,1030.0,30.0,179999.0,3.0
41,9111,1105.0,82.0,241000.0,5.0
41,9110,5323.0,24.0,169999.0,3.0
41,9112,9000.0,22.0,98000.0,3.0
41,9119,27813.0,71.0,169999.0,3.0
41,9118,505.0,15.0,499999.0,1.0
41,45704,355.0,625.0,1637.0,599.0
41,76662,1014.0,385.0,11226.0,34.0
41,49424,112.0,644709.0,113.0,1227353.0
41,14337,236.0,180.0,1446.0,258.0
41,14334,229.0,419.0,1350.0,286.0
41,14335,217.0,221.0,1421.0,412.0
41,14332,540.0,451.0,1514.0,263.0
41,14333,557.0,560.0,1399.0,297.0
41,14330,287.0,491.0,308.0,452.0
41,14331,120.0,763.0,232.0,358.0
41,49428,3828.0,3024.0,5222.0,6437.0
41,14338,474.0,584.0,2049.0,315.0
41,11678,666.0,439.0,4973.0,294.0
41,11679,1106.0,361.0,4904.0,233.0
41,75353,246.0,5647.0,2895.0,471.0
41,11670,1367.0,292.5,8031.0,641.0
41,11671,1323.5,1016.5,6292.5,220.5
41,11672,1114.0,330.0,6293.0,211.0
41,11673,1516.0,190.0,6375.0,192.0
41,11674,1001.0,78.0,4498.0,251.0
41,11675,295.0,304.0,3969.0,347.0
41,11676,267.0,1424.0,1418.0,482.0
41,11677,742.0,286.5,4887.0,316.0
41,71630,192770.0,46.0,279997.0,69.0
41,69477,54069.0,268.0,63520.0,199.0
41,70322,1810012.0,58.0,2950000.0,15.0
41,70329,486018.0,60.0,950000.0,7.0
41,71985,80127.0,15.0,148796.0,32.0
41,74002,288.0,1312.0,3257.0,104.0
41,10109,37703.0,36.0,0.0,0.0
41,10108,24892.0,28.0,1304299.0,5.0
41,10101,48124.0,5.0,0.0,0.0
41,10100,2606.0,4.0,0.0,0.0
41,10103,30002.0,7.0,468700.0,2.0
41,10105,45101.0,146.0,0.0,0.0
41,10104,12500.0,4.0,0.0,0.0
41,10107,30126.0,58.0,0.0,0.0
41,10106,45000.0,65.0,0.0,0.0
41,77671,585520.0,45.0,790000.0,46.0
41,77673,650537.0,69.0,854898.0,59.0
41,73807,315.0,142.0,1651.0,190.0
41,77587,753103.0,51.0,999798.0,33.0
41,77582,505058.0,81.0,849797.0,31.0
41,73801,43.0,581.0,706.0,486.0
41,25949,1326.0,1604.0,2525.0,4145.0
41,25948,819.0,297.0,2716.0,472.0
41,25945,818.0,346.0,5789.0,527.0
41,25944,1328.0,1115.0,2027.0,2601.0
41,25947,1126.0,898.0,1519.0,3150.0
41,25946,1125.0,892.0,1690.0,3265.0
41,25941,1310.0,1189.0,1409.0,4556.0
41,25940,1326.0,1485.0,1523.0,1869.0
41,25943,1326.0,873.0,1778.0,3561.0
41,25942,4299.0,199.0,5555.0,345.0
41,26412,120.0,373.0,499.0,144.0
41,26413,32.0,343.0,97.0,902.0
41,26410,61.0,5077.0,95.0,241.0
41,26411,107.0,193.0,207.0,377.0
41,26416,110.0,281.0,255.0,516.0
41,26417,37.0,483.0,139.0,512.0
41,26414,40.0,1050.0,94.0,272.0
41,26415,99.0,19.0,888.0,244.0
41,26418,17.0,1122.0,86.0,259.0
41,26419,117.0,60.0,217.0,512.0
41,38998,1420.0,342.0,2689.0,918.0
41,38999,817.0,937.0,1615.0,318.0
41,38994,1187.0,706.0,3189.0,1040.0
41,38995,1120.0,227.0,1717.0,422.0
41,38996,902.0,480.0,1533.0,243.0
41,38997,1572.0,469.0,2265.0,1979.0
41,38990,610.0,398.0,1690.0,197.0
41,38991,410.0,614.0,1526.0,582.0
41,38992,1109.0,405.0,2534.0,492.0
41,38993,1013.0,827.0,2213.0,222.0
41,5274,48.0,150.0,725.0,43.0
41,5275,46.0,483.0,888.0,50.0
41,5276,56.0,62.0,766.0,91.0
41,5277,61.0,319.0,760.0,36.0
41,5270,56.0,607.0,200.0,70.0
41,5271,42.0,66.0,900.0,418.0
41,5272,81.0,1039.0,998.0,143.0
41,5273,66.0,197.0,720.0,56.0
41,5278,34.0,200.0,198.0,421.0
41,5279,62.0,713.0,226.0,1093.0
41,38666,0.0,0.0,188.0,666.0
41,38664,0.0,0.0,307.0,587.0
41,38665,0.0,0.0,204.0,545.0
41,38663,0.0,0.0,215.0,472.0
41,10548,201.0,945.0,396.0,340.0
41,38668,1003.0,380.0,1697.0,493.0
41,38669,902.0,438.0,1497.0,635.0
41,47268,103.0,854.0,269.0,225.0
41,47264,79.0,417.0,594.0,390.0
41,47265,2301.0,55.0,31662.0,20.0
41,47266,1402.0,156.0,4399.0,45.0
41,47267,197.0,426.0,1687.0,115.0
41,47262,818.0,210.0,3490.0,189.0
41,47263,89.0,386.0,189.0,1495.0
41,27455,271.0,114.0,1513.0,149.0
41,27454,1504.0,824.0,1506.0,2555.0
41,27457,708.0,378.0,1408.0,104.0
41,27456,109.0,123.0,144.0,287.0
41,27451,0.0,0.0,112.0,3400.0
41,27450,0.0,0.0,112.0,5357.0
41,27453,102.0,151.0,125.0,365.0
41,27452,1000.0,155.0,1498.0,60.0
41,27459,0.0,0.0,113.0,3298.0
41,27458,0.0,0.0,113.0,3384.0
41,32592,0.0,0.0,198.0,180.0
41,32593,107.0,274.0,299.0,81.0
41,32590,0.0,0.0,193.0,227.0
41,32591,0.0,0.0,151.0,240.0
41,36677,0.0,0.0,375.0,1872.0
41,36676,0.0,0.0,292.0,3951.0
41,36675,0.0,0.0,233.0,757.0
41,32595,180.0,180.0,477.0,61.0
41,36679,1137.0,319.0,1527.0,399.0
41,32599,68.0,119.0,149.0,76.0
41,31023,0.0,0.0,249.0,72.0
41,31022,0.0,0.0,200.0,236.0
41,31021,56.0,35.0,1354.0,89.0
41,31020,63.0,127.0,5555.0,70.0
41,31027,106.0,273.0,5023.0,245.0
41,31026,0.0,0.0,234.0,349.0
41,31025,57.0,224.0,993.0,98.0
41,31024,59.0,166.0,2447.0,27.0
41,31029,0.0,0.0,800.0,48.0
41,31028,0.0,0.0,531.0,96.0
41,24223,27.0,4265.0,90.0,3593.0
41,74673,2160.0,476.0,13897.0,61.0
41,24483,290.0,4238.0,408.0,535.0
41,24482,0.0,0.0,80.0,15063.0
41,24481,0.0,0.0,77.0,3408.0
41,24480,0.0,0.0,22.0,4413.0
41,24487,0.0,0.0,80.0,38475.0
41,24486,0.0,0.0,57.0,3535.0
41,24485,25.0,177.0,48.0,6169.0
41,24484,0.0,0.0,64.0,2509.0
41,24489,0.0,0.0,57.0,4560.0
41,24488,188.0,414.0,320.0,462.0
41,25574,80.0,172.0,205.0,79.0
41,25575,0.0,0.0,112.0,692.0
41,25576,80.0,670.0,110.0,793.0
41,25577,48.0,298.0,652.0,331.0
41,25570,126.0,425.0,221.0,88.0
41,25571,193.0,1007.0,258.0,107.0
41,25572,91.0,714.0,225.0,112.0
41,25573,70.0,63.0,130.0,95.0
41,25578,4759.0,309.0,9857.0,88.0
41,25579,173.0,850.0,1416.0,125.0
41,25688,190.0,500.0,272.0,54.0
41,25689,202.0,282.0,270.0,82.0
41,25686,197.0,182.0,280.0,88.0
41,25687,219.0,308.0,273.0,111.0
41,25684,176.0,87.0,225.0,100.0
41,25685,198.0,371.0,245.0,79.0
41,25682,68.0,292.0,117.0,115.0
41,25683,84.0,539.0,133.0,89.0
41,25680,83.0,817.0,157.0,143.0
41,25681,68.0,637.0,125.0,173.0
41,12758,226.0,2634.0,425.0,3024.0
41,12759,332.0,519.0,1030.0,225.0
41,12756,423.0,805.0,1020.0,477.0
41,12757,501.0,132.0,1084.0,3741.0
41,12754,407.0,1089.0,666.0,453.5
41,12755,1682.0,504.0,2785.0,446.0
41,12752,300.0,1775.0,1008.0,1161.0
41,12753,306.0,1013.0,604.0,509.0
41,12750,1053.0,2228.0,1888.0,1015.0
41,12751,403.0,830.0,897.0,373.0
41,30941,24.0,32.0,492.0,342.0
41,82442,65147.0,285.0,93597.0,39.0
41,26885,109.0,258.0,168.0,193.0
41,26884,1545.0,3083.0,2343.0,1041.0
41,26887,0.0,0.0,125.0,505.0
41,26886,81.0,1999.0,111.0,192.0
41,26881,0.0,0.0,310.0,161.0
41,26880,0.0,0.0,439.0,704.0
41,26883,0.0,0.0,219.0,371.0
41,26882,81.0,357.0,99.0,246.0
41,26889,0.0,0.0,261.0,248.0
41,26888,62.0,1486.0,129.0,166.0
41,15191,67.0,453.0,217.0,281.0
41,15190,225.0,293.0,2455.0,393.0
41,15193,57.0,11.0,257.0,423.0
41,15192,58.0,477.0,138.0,1275.0
41,15195,167.0,270.0,200.0,354.0
41,15194,108.0,540.0,206.0,329.0
